y_true_0,y_true_1,y_true_2,y_true_3,y_true_4,y_true_5
1.229275555139598985e+01,1.075075353336949036e+00,1.168459088799880021e+02,1.329896008415061948e+00,4.847658894844529698e+01,1.216122688224448023e+00
2.724584995992843872e+00,1.623093368812223991e+00,1.092838550030486999e+02,2.102834873040706931e+00,3.759864187997317941e+01,2.038931997711085131e+00
1.114764660211205971e+01,1.012253999609372013e+00,7.607986288275223785e+01,1.364864463938227912e+00,3.531092211441900730e+01,1.188164860784215016e+00
1.763932953653780089e+01,1.015318700406796948e+00,1.064910933217285987e+02,1.265861799361488016e+00,5.002504766202760322e+01,1.143460207856922040e+00
1.987718215599888083e+01,1.006103862116189074e+00,1.216821435669100993e+02,1.216956030124614063e+00,5.946040264320612323e+01,1.099664897713259037e+00
1.520867965113082043e+01,1.168950603790241072e+00,1.494542257240659069e+02,1.336923510344844912e+00,6.896962762024070059e+01,1.282282809187351047e+00
1.622613595120861163e+01,1.008044958407463110e+00,1.113928618414848017e+02,1.213369161261814044e+00,5.230230904643482148e+01,1.100673713704040102e+00
2.463035234906228155e+01,1.014007919285903947e+00,1.461469775937680140e+02,1.188796739405939107e+00,7.237550039869540797e+01,1.091730419572124910e+00
2.108102206004225110e+01,1.029237163260716015e+00,1.283016916279192117e+02,1.257518263706445927e+00,6.218638335891262869e+01,1.156776321893798976e+00
1.670287128501631102e+01,1.000251734281067950e+00,1.082828504849715046e+02,1.216847284623240100e+00,5.220271529976510294e+01,1.096514370837488039e+00
1.727629052934480924e+01,1.070083404819621054e+00,1.463999680193120980e+02,1.252897285071753020e+00,6.362222553322685314e+01,1.149935177984269030e+00
2.871504489798264004e+01,1.033793327581659982e+00,1.819285880728153018e+02,1.192342274507462996e+00,8.784596789549262041e+01,1.105262400985904003e+00
1.455007942584152048e+01,1.051807258336012074e+00,1.223708519357318067e+02,1.286152262736498075e+00,5.260288705630298267e+01,1.173312909297248963e+00
2.089873453294590888e+01,1.026338179655940985e+00,1.303779399310645886e+02,1.239497484721026055e+00,6.303303941059966320e+01,1.141227911892984004e+00
2.149361354442839911e+01,1.012549569906568081e+00,1.313259300286372024e+02,1.203759670940742987e+00,6.400000006646305906e+01,1.101544638383683106e+00
9.336297768168055455e+00,1.000441008370047014e+00,6.918922907270192013e+01,1.345313777338710937e+00,3.110419735134221142e+01,1.176144587773269912e+00
1.023523385532729080e+01,1.088614730318105961e+00,1.041450456779972029e+02,1.344187543438321031e+00,4.279299277789011313e+01,1.232182503070031965e+00
9.274691058755411888e+00,1.007270075702596079e+00,6.605010844164556261e+01,1.356325159905374056e+00,2.883728831463712083e+01,1.209455940226408899e+00
1.891353275099564968e+01,1.034241251969111097e+00,1.051159134914752968e+02,1.337636619651294101e+00,5.130434182049354774e+01,1.185814122016412009e+00
1.490510770817089004e+01,1.685887124204233922e+00,3.252803860750988747e+02,1.929730254503045916e+00,1.510882325803150934e+02,1.825127981312133940e+00
7.745845685236832701e+00,1.103393646020528918e+00,8.699122653677703454e+01,1.371535349586852970e+00,3.535586369531426953e+01,1.257045544635104983e+00
1.196087559540815981e+01,1.075860951532733090e+00,1.129904300259991032e+02,1.293744363646013973e+00,4.764456975866639254e+01,1.180478550611266941e+00
1.771685204402917080e+01,1.024386463831812977e+00,1.036179177390656037e+02,1.289092938276207967e+00,4.890273610109270663e+01,1.168392638929526051e+00
2.055358347527521090e+01,1.047420005708505908e+00,1.561282833185535992e+02,1.223294631911798103e+00,6.989787839585538620e+01,1.121621910667552013e+00
1.433572924089977008e+01,1.010621377534667964e+00,9.191686167481734060e+01,1.272846623807651012e+00,4.289340924215738227e+01,1.152226424458433041e+00
1.746607459736456036e+01,1.017650311608538027e+00,1.063320363816522018e+02,1.259755371738400909e+00,5.073300168042013780e+01,1.147470915207488007e+00
1.857178514023372173e+01,1.020526530388218056e+00,1.274150107551157021e+02,1.215196583562452970e+00,5.944082157479125783e+01,1.110031518220828017e+00
1.531230096676178931e+01,1.012921593911425999e+00,1.035275382182530990e+02,1.242381536078507986e+00,4.844419998164516272e+01,1.132032444145228967e+00
1.604049409178236019e+00,1.434483120217949992e+00,6.030577464006754695e+01,2.035153013186000059e+00,1.868347344050764036e+01,1.983676441973126980e+00
1.411308705757095083e+01,1.009210850933361936e+00,1.032863490131936999e+02,1.223356385720528072e+00,4.747008308808877786e+01,1.105527063286178002e+00
1.142599610062397986e+01,1.007202118990905060e+00,8.836722532913837824e+01,1.247352438418176890e+00,3.973197371746869067e+01,1.123777560520804020e+00
1.502570234449805042e+01,1.095634783954962055e+00,1.383667392896797992e+02,1.289125546318516058e+00,5.929726517278626119e+01,1.190935028097978021e+00
2.327840319289646942e+01,1.032866282686180970e+00,1.620042060426301873e+02,1.195721722546513988e+00,7.540063395629297816e+01,1.097746903139009911e+00
7.520626691496858918e+00,1.002337605995786030e+00,6.026457754899095676e+01,1.332310200028471892e+00,2.663360874182398064e+01,1.204596766169226063e+00
1.931289845289699869e+01,1.032010178674825029e+00,1.168832257639592029e+02,1.291727043389101048e+00,5.564321396780599827e+01,1.180199301154416958e+00
1.506919438414792012e+01,1.005128840118169053e+00,1.036308019590277070e+02,1.223887699226023029e+00,4.846321501298071155e+01,1.108453522440147054e+00
2.749289049162574017e+01,1.039030433461554992e+00,1.770689829452016113e+02,1.215568283280525019e+00,8.509926365671307735e+01,1.127933041485984056e+00
1.442112798576767929e+01,1.029522281952995000e+00,1.124021819508804043e+02,1.247723960228054985e+00,4.981532461192291095e+01,1.132993589250641087e+00
1.233627216844613983e+01,1.129178326330182003e+00,1.283928157165863979e+02,1.358217973886034935e+00,5.422552736077508229e+01,1.269570627332738955e+00
1.483437382066225929e+01,1.035156457532814933e+00,9.118516504836588865e+01,1.384645195287774966e+00,3.797657022433251228e+01,1.211862530640132052e+00
1.635965240038905932e+01,1.181552199360017985e+00,1.553810654386014107e+02,1.325626572244053891e+00,7.455982853013343004e+01,1.281830838123642069e+00
1.567878031488658941e+01,1.289275815091003086e+00,1.625646102823654928e+02,1.408480231248780079e+00,8.544541081573468944e+01,1.391466066339037910e+00
2.155614407005410982e+01,1.061716001666157094e+00,1.688217538828041029e+02,1.238641031412387017e+00,7.486239177269746392e+01,1.141864738574787985e+00
2.531017831126837869e+00,1.473972238518717948e+00,7.918958968900830087e+01,1.924807693082595916e+00,2.811563061257395901e+01,1.891105737651934016e+00
1.272223815809394942e+01,1.414907337935928044e+00,1.714653828258196882e+02,1.571859863138953983e+00,8.811719013000906386e+01,1.551750164822919942e+00
1.779393487496438908e+01,1.006737648773889049e+00,1.124638765725678979e+02,1.232493954574843009e+00,5.342342282021783717e+01,1.114380676717950935e+00
2.183390840200834049e+01,1.041572715557242068e+00,1.554758863488411862e+02,1.233182960308017995e+00,7.134912083343600386e+01,1.135238549599163038e+00
1.712193137937511977e+01,1.026005629776099104e+00,1.164527624204882983e+02,1.259825555147856990e+00,5.440288251040900036e+01,1.153782183815716067e+00
2.298644316785794928e+01,1.055784722259830000e+00,1.744390994989454100e+02,1.218672991470471922e+00,7.840879919636918771e+01,1.122976250338874937e+00
9.257105439315660433e+00,9.995391757679432665e-01,7.555202345579392897e+01,1.258722479741021028e+00,3.378241730461625991e+01,1.127170661491071924e+00
2.331116901253895080e+01,1.011918561387366022e+00,1.398664631496602908e+02,1.192628332961092941e+00,6.892745108465688020e+01,1.092231295661598045e+00
9.637061622364997859e+00,9.907636625298212874e-01,7.427520842324197758e+01,1.257035977197151100e+00,3.374410991534276860e+01,1.124014158647725914e+00
1.559474580882178074e+01,1.031969804803396951e+00,1.205600123268194039e+02,1.238068191521715100e+00,5.361171599266668153e+01,1.125219630372900959e+00
2.402180926659762861e+01,1.044991568082805022e+00,1.719083378343711104e+02,1.215112246560605014e+00,7.868763290805678423e+01,1.119883272601893909e+00
1.838395151148473872e+01,1.006754032201693905e+00,1.135602976620800035e+02,1.235864515915910955e+00,5.520871787692092880e+01,1.110556015641162020e+00
8.854150371486552373e+00,1.117933424376315932e+00,9.952377825614502171e+01,1.390343571439154990e+00,4.041168312326784218e+01,1.286532953408568103e+00
1.378477694573781953e+01,1.124918413758305036e+00,1.349819293912536011e+02,1.312814355337446948e+00,5.830256611239357056e+01,1.223900862300487002e+00
2.207079919531106071e+01,1.012611851970490084e+00,1.350001589149736958e+02,1.197998335392568059e+00,6.594063653111233236e+01,1.096917369298946898e+00
1.411253953790756022e+01,1.014795262744051962e+00,9.561005221866531656e+01,1.267709145799545967e+00,4.452585352640131333e+01,1.154486709004868050e+00
8.294381878643184436e+00,1.008531736575049909e+00,6.423321498551749187e+01,1.408475715830691088e+00,2.634940592703307871e+01,1.236150738140658900e+00
1.787261214081609140e+01,1.010342564755045025e+00,1.114583029108504064e+02,1.236139460579976035e+00,5.309006118075073744e+01,1.122756744181417909e+00
1.535384572670909975e+01,1.385868119561652012e+00,1.833078256083960866e+02,1.515922308276262065e+00,9.769833151160523244e+01,1.496928295406575904e+00
1.735066287885777925e+01,1.020434857927261962e+00,1.173538298405271973e+02,1.235273720789846097e+00,5.498844467598006958e+01,1.129863275003692991e+00
1.241248837608885935e+01,1.055435178239328087e+00,1.105649806270856033e+02,1.306487832419974016e+00,4.665267089869359296e+01,1.189488990377657096e+00
1.502814604431569023e+01,1.011863072678947040e+00,9.573224420195184337e+01,1.266063605889576005e+00,4.494268805706376213e+01,1.148471682029017060e+00
1.081946155145448074e+01,1.407291057780899024e+00,1.546570462131103909e+02,1.587150585658547941e+00,7.738275387854520204e+01,1.573445125963881974e+00
8.072224146900772723e+00,1.041386954386495090e+00,7.827651667363819854e+01,1.310632288014353941e+00,3.288882624768878316e+01,1.181099984322389940e+00
2.182988304350089948e+01,1.027629353296722003e+00,1.323533189690386109e+02,1.242739781345937988e+00,6.454346135788502181e+01,1.145197225516906947e+00
1.535633218510836961e+01,1.002775339100437924e+00,1.056148086120454934e+02,1.213475087345952108e+00,4.982232172691941940e+01,1.097014578449237110e+00
2.250747450284588069e+01,1.068405037187655005e+00,1.784131105014799914e+02,1.253941250586364076e+00,7.905245091872151875e+01,1.160112505804846039e+00
1.012609170201434949e+01,1.027012474161679956e+00,8.808079915415233074e+01,1.274266999316185922e+00,3.795847402820989203e+01,1.147195502115436083e+00
2.301997615524355822e+01,1.033607427967375925e+00,1.536255231624365933e+02,1.219372324310378897e+00,7.248162920226045003e+01,1.124256107451450992e+00
2.001987007343981162e+01,1.023307216679802956e+00,1.280174489561997859e+02,1.230145535938637957e+00,6.137094983768381695e+01,1.130687112874986910e+00
1.635540425922913954e+01,1.109178858007132895e+00,1.494106435037969902e+02,1.282331575567436932e+00,6.541533732518598754e+01,1.193591197415655003e+00
1.405900864020281915e+01,1.001756628362914014e+00,9.290891018082679409e+01,1.265922504304132890e+00,4.423386631507319322e+01,1.125938518942626088e+00
2.641998834407320018e+01,1.035325049238277062e+00,1.725580760114386010e+02,1.203279458474302954e+00,8.218146073986768840e+01,1.112971469973990102e+00
1.449274727159376042e+01,1.059687260490812966e+00,1.256236409722638001e+02,1.262659849228854991e+00,5.394036832274588278e+01,1.150289451003664087e+00
1.280579378332473084e+01,1.004459074666949947e+00,8.797637508681233953e+01,1.295993671978366013e+00,3.988033990070010049e+01,1.151408876814556059e+00
8.411810568568455437e+00,1.004046916291071012e+00,6.453186758311773019e+01,1.326076118492167000e+00,2.877378004097345965e+01,1.198465272774003942e+00
2.009772825268975893e+01,1.020212185535048999e+00,1.339746375499321971e+02,1.207479031278847925e+00,6.324995520570580254e+01,1.105130487013485929e+00
1.264913553198723051e+01,1.029077362953386032e+00,1.024226795518989945e+02,1.261593653734085940e+00,4.481471532530368762e+01,1.142797054020664893e+00
2.055906813979339987e+01,1.007218464112340062e+00,1.271715340345826064e+02,1.200076517193547909e+00,6.206611259764547128e+01,1.092572669609517932e+00
6.445014188672720579e+00,9.878356967043933068e-01,5.680117899732442055e+01,1.294115045210689097e+00,2.520359173058701074e+01,1.155434182620888039e+00
1.510863038035224015e+01,1.045096690881412105e+00,1.238639578128053955e+02,1.251155980687127078e+00,5.390230711478123737e+01,1.137814893065776989e+00
1.593399611505535063e+01,1.003658124528286955e+00,1.068698294072032979e+02,1.218135300491758111e+00,5.052398748991767263e+01,1.103084268767305920e+00
1.441672714966735036e+01,1.013609905819697010e+00,1.026426273591593059e+02,1.240455499240082915e+00,4.719183310046341973e+01,1.127440817415489960e+00
2.151946361343613034e+01,1.051902774700298915e+00,1.618510096619905028e+02,1.258814293268837980e+00,7.275236283273932258e+01,1.159249629657832958e+00
1.331701148766624954e+01,1.647821440330925924e+00,2.767584182889635258e+02,1.875799674753706903e+00,1.287728695352174100e+02,1.785840741568301970e+00
1.343010772051498947e+01,1.059479668628293014e+00,1.185283784617722063e+02,1.278216577267009102e+00,5.034777212421131765e+01,1.163623861983573038e+00
7.937435100174544012e+00,9.866328542811797497e-01,6.242859123676076649e+01,1.303502655937001098e+00,2.772509857993183147e+01,1.161085930853203108e+00
1.081583181123481019e+01,1.454553169296671999e+00,1.668205261766381966e+02,1.635923606224872096e+00,8.188791159614436310e+01,1.605225802112359990e+00
1.163982270086023085e+01,1.001117094614708991e+00,8.193199921461983593e+01,1.302038665196211031e+00,3.726381079147188302e+01,1.152485287619914978e+00
4.936745118474282101e+00,1.001708679704840899e+00,4.849718882534519793e+01,1.350520060974542025e+00,2.068224931281323009e+01,1.219144963462599041e+00
1.558324404844277922e+00,1.058251862968992985e+00,2.547527181669537910e+01,1.742252436955809003e+00,9.356312171268410083e+00,1.606810422354362000e+00
2.318384183040964075e+01,1.014191317370986001e+00,1.444392131441352944e+02,1.185416189806044907e+00,7.055707009361790938e+01,1.086750221128178095e+00
1.799722307065632876e+01,1.084575768968853104e+00,1.560776354820642098e+02,1.276508013305283962e+00,6.759622911751363006e+01,1.180851565829643901e+00
2.460972511340775881e+01,1.018648526049946046e+00,1.501982624822701098e+02,1.190062275253735979e+00,7.360567853181368037e+01,1.095506060200817089e+00
7.859247744413971226e+00,1.296997683269460078e+00,1.103390585069177945e+02,1.508602753866737034e+00,4.957159833881554079e+01,1.474354713990573051e+00
1.812904146314361853e+01,1.034239340592207901e+00,1.325754042412517890e+02,1.238226547690258084e+00,6.011928869253952712e+01,1.132939194620457002e+00
1.955015183076497109e+01,1.063084542499427076e+00,1.578601905847897058e+02,1.260767755715817895e+00,6.912302833724953643e+01,1.160193776923406972e+00
2.703979314339598972e+01,1.027287161048026976e+00,1.705088156362643019e+02,1.186010308317120954e+00,8.251642072241770620e+01,1.095581980667317934e+00
1.914915670769703127e+01,1.011856805674185011e+00,1.170100112928155056e+02,1.231186574640561915e+00,5.616119856594861659e+01,1.120083557147111053e+00
7.106241064862559575e+00,9.828602065471959692e-01,5.737186252578157308e+01,1.317803963601027029e+00,2.604177039811436956e+01,1.159699413105006016e+00
1.417939028702370940e+01,1.048979149346070061e+00,1.190493554448916029e+02,1.275072454484230011e+00,5.122231411842078330e+01,1.161319477673304013e+00
1.429122352653308958e+01,1.004789346363275993e+00,9.748185241887108532e+01,1.238173422949562008e+00,4.545900067489917262e+01,1.122005890654161897e+00
1.358985557370881025e+01,1.019996518233889038e+00,9.174685183786328935e+01,1.350374130113719984e+00,4.001232285438602787e+01,1.185804237880986989e+00
1.205532321443383914e+01,1.043620686477962911e+00,1.038963492642716062e+02,1.322130229317326933e+00,4.423868916819313313e+01,1.200441669582489101e+00
1.836305219477176109e+01,1.077901103630968027e+00,1.557117371283061971e+02,1.256876192689188043e+00,6.781954619121921723e+01,1.158810726341461095e+00
1.335798611636860045e+01,1.012619403655669936e+00,9.229724745222308968e+01,1.267114375705610918e+00,4.273476751742799706e+01,1.152559357692501951e+00
1.382093792846248981e+01,1.072734967091145020e+00,1.252969758661337067e+02,1.295051429017215927e+00,5.286233840358398339e+01,1.185258053989671101e+00
1.873222172244557981e+01,1.041905324756627005e+00,1.127708576518488996e+02,1.368882364958869946e+00,4.771354320159895934e+01,1.200645063236366106e+00
8.253413194115722717e+00,1.392906606815115023e+00,1.290768812286976015e+02,1.603266476561252096e+00,6.070434204657823329e+01,1.587570939429788108e+00
2.236805389597304838e+01,1.022731825755041069e+00,1.447900298049171965e+02,1.201601984121364985e+00,6.918544389454886812e+01,1.104069915203784946e+00
1.671556562797112022e+01,1.188566285246082099e+00,1.582301141649577119e+02,1.330906281012105064e+00,7.729513993586321874e+01,1.294461177902374027e+00
1.302111622826503989e+01,1.796987367800348956e+00,3.885948645893420803e+02,2.117129392109343922e+00,1.587541776763775090e+02,1.952340591182043061e+00
1.992347412549264973e+01,1.059026285718172034e+00,1.581718907088215076e+02,1.267122293796790977e+00,6.961964446794502237e+01,1.165559363915301017e+00
1.771466619551636867e+01,1.085389786882509977e+00,1.561847307500088107e+02,1.292279534121941076e+00,6.715663067621910898e+01,1.195030782283359017e+00
1.639004258032013084e+01,1.060307616458211921e+00,1.373856205484900102e+02,1.274194887582366986e+00,5.922070687448005799e+01,1.166756434909635987e+00
1.477187079200579944e+01,1.042396658010362964e+00,1.212771268028961060e+02,1.246303508378211911e+00,5.295602297351337739e+01,1.131540926910564959e+00
1.013026596879477914e+01,9.884333134715529434e-01,7.466014960585181370e+01,1.268753230093476958e+00,3.451999714846159861e+01,1.126439080345142951e+00
2.041966922864984824e+01,1.010899741222200054e+00,1.256854998548179054e+02,1.209851579232517071e+00,6.092693375300404313e+01,1.104477658098917070e+00
7.719237031867895560e+00,1.026769445254563928e+00,7.176314740096070466e+01,1.316929226264597963e+00,3.033207445880550068e+01,1.188430288153554004e+00
1.072489674445978025e+01,1.005702321440385072e+00,8.226118083535240544e+01,1.262733428366175081e+00,3.695323126764552768e+01,1.140461963351830033e+00
1.105691582531864015e+01,1.023102280656992935e+00,9.212945124928197060e+01,1.263195154905049078e+00,4.018078835045577080e+01,1.138793134507964044e+00
2.450023721378213892e+01,1.021868004057548074e+00,1.579831047167386089e+02,1.183238268852788044e+00,7.608911251881228566e+01,1.087577691388363910e+00
1.391079700260701024e+01,1.123638975712111021e+00,1.358350409523922906e+02,1.314444997955247052e+00,5.856630140785337346e+01,1.225809336899368107e+00
5.579139177881613065e+00,1.546529199720930947e+00,1.377853463574159889e+02,1.867494352562589999e+00,5.812813583933451866e+01,1.834434245299630062e+00
1.100835314684002064e+01,1.008687279198217990e+00,7.888107115492586274e+01,1.347419476082881040e+00,3.387318527590443296e+01,1.183148034944152105e+00
9.256435802937529544e+00,9.962814257564451825e-01,7.361149988083657547e+01,1.263469631754279954e+00,3.299646848550508338e+01,1.133362093273071913e+00
1.313321110368926981e+01,1.004988259203037027e+00,8.873980393955940826e+01,1.288031807563460918e+00,4.016870347887145698e+01,1.150678941232776920e+00
1.659199441067055147e+01,1.034450213500964999e+00,9.789342499714233270e+01,1.348156544312836047e+00,4.354130054194313715e+01,1.202299390769522969e+00
2.178071671183921154e+01,1.015155191380036959e+00,1.372243054468879109e+02,1.196422377595885989e+00,6.639110483216177272e+01,1.096278696511493900e+00
1.363917674622551068e+01,1.226508359577128893e+00,1.419725611469069975e+02,1.371969184394288943e+00,6.873672311653112388e+01,1.335866233518677948e+00
1.574715634459541924e+01,1.120031918864657916e+00,1.472100078275603892e+02,1.293320482043434971e+00,6.459928582694314514e+01,1.208042348730685944e+00
2.563022405011930971e+01,1.046043730735320976e+00,1.768321890720391991e+02,1.232767641944531034e+00,8.251140355177177810e+01,1.141198134426588906e+00
1.990728233874486008e+01,1.086677046555724058e+00,1.675291561018210018e+02,1.253816779781675939e+00,7.391251140141061171e+01,1.163365009581653009e+00
1.433023439217635087e+01,1.034381219293627918e+00,1.151921082992034968e+02,1.244974711246561005e+00,5.061393833999610337e+01,1.128718730438236895e+00
3.549407472038951017e+00,1.016043596796275983e+00,3.970116006176908741e+01,1.434897663937982015e+00,1.634024394669607005e+01,1.310314635598488930e+00
1.104770354425473045e+01,1.073544645986906021e+00,1.061043800429467012e+02,1.302695032387725993e+00,4.442036635248361165e+01,1.186400529626790989e+00
2.849035895855201783e+00,1.116664670588694896e+00,4.504297106955367269e+01,1.560722814977276052e+00,1.701345707555852016e+01,1.446832264379902089e+00
5.841564693943243292e+00,9.850349682444551336e-01,4.943414362730859324e+01,1.332156805046367909e+00,2.167535400776506904e+01,1.198027140423602921e+00
7.317899067651831402e+00,1.002501729486950044e+00,5.840105907608651137e+01,1.406503061575441027e+00,2.526489583598614885e+01,1.216739503602676908e+00
2.046503432752934160e+01,1.026472300139313010e+00,1.355628089303671970e+02,1.223904698213208908e+00,6.411913425149023738e+01,1.124689202094679930e+00
2.113625855637388895e+01,1.043430537740253072e+00,1.571367396231730993e+02,1.216675196329177977e+00,7.095277830050847001e+01,1.115609859423217998e+00
1.684789264194462888e+01,1.026836180804147070e+00,1.001741747221732055e+02,1.317774024910272068e+00,4.577627362488698282e+01,1.183371887395487043e+00
1.959750205968076031e+01,1.020412254590556067e+00,1.132847835203057940e+02,1.258929014098266075e+00,5.434041133354949693e+01,1.144676003005780984e+00
9.294585552412845786e+00,1.095836838045818107e+00,9.796461083290827787e+01,1.350050146489790048e+00,4.013710854172528286e+01,1.237721591895813988e+00
2.248503832140663050e+01,1.062927625286747890e+00,1.751009789430603121e+02,1.229578523224172049e+00,7.801011125859558604e+01,1.134492087635688096e+00
2.546057468456123019e+01,1.031269177262529979e+00,1.603476527954196058e+02,1.209687600106434058e+00,7.762783350480884792e+01,1.119316221390388000e+00
1.883127952720900922e+01,1.012356975673625925e+00,1.168794031069461994e+02,1.226022016516292057e+00,5.618911107990928855e+01,1.118785254889850034e+00
1.288954959164681924e+01,1.085885313882066106e+00,1.246657486318084977e+02,1.336196806557004901e+00,5.169793461363301645e+01,1.226788022998283045e+00
1.394548181680688081e+01,1.008860700511243103e+00,9.009997331467296533e+01,1.277542718373555042e+00,4.163719729187940288e+01,1.151859157449532933e+00
4.031244912617950149e+00,9.903449477352822550e-01,3.932794977128318692e+01,1.428604109830226898e+00,1.708242063836880931e+01,1.258773240846865926e+00
1.697088667418302066e+01,1.150099280029561966e+00,1.619258882506196073e+02,1.327261536171383094e+00,7.396675100850856666e+01,1.266727330337755086e+00
2.333763577287632174e+01,1.026009312936899898e+00,1.492856024679859104e+02,1.205820166037131047e+00,7.166808717434379616e+01,1.110947761079972063e+00
1.360108670968955913e+01,1.265128371837614951e+00,1.459912795350450949e+02,1.406258176285871020e+00,7.349043046877575591e+01,1.386397892102301910e+00
2.590369151178963047e+00,1.111063947344937075e+00,4.174010081084657742e+01,1.582546793757592107e+00,1.568889367991334005e+01,1.466259055754522977e+00
9.352536080824004117e+00,1.023803634930636086e+00,8.084003316303169129e+01,1.295660647414291100e+00,3.477510498882408996e+01,1.170797909079398957e+00
1.827325889706591866e+01,1.005957128350400964e+00,1.150356974201509956e+02,1.226328284110564049e+00,5.506390066043706355e+01,1.107755668249519099e+00
1.503597834858704019e+01,1.149648878254996065e+00,1.459007677560757941e+02,1.316156105656353992e+00,6.544386977971110753e+01,1.244814100041188087e+00
8.072075565905770134e+00,9.987532072796055926e-01,6.097007800146955248e+01,1.325652388452311037e+00,2.722826574982859071e+01,1.195304720921469999e+00
7.311893349100935247e+00,1.338518227901488000e+00,1.113513798919066033e+02,1.560602638892937044e+00,5.028782779825289850e+01,1.536640017645803047e+00
2.062805099385712992e+01,1.028136314828089981e+00,1.405902792332057913e+02,1.216862923840950961e+00,6.567536616318086828e+01,1.116605195901291037e+00
1.105615167217490047e+01,1.064821692233542949e+00,1.041991553707565998e+02,1.309184846145917014e+00,4.341944694259942139e+01,1.191077382912631100e+00
2.145481167937471056e+01,1.030096400671677070e+00,1.317481525854763902e+02,1.254619225854693099e+00,6.384854600782036727e+01,1.155441858164522939e+00
1.710746136169547071e+01,1.033525418401566975e+00,1.305909269898494927e+02,1.224394040244729087e+00,5.855420267535453860e+01,1.114091646987114048e+00
1.155476699039811983e+01,1.308314491257950962e+00,1.393453130456535121e+02,1.469752133326001076e+00,6.939057985518876137e+01,1.455712766592919039e+00
2.057190420942043119e+01,1.012025565309224051e+00,1.239398335863950962e+02,1.222996242089245955e+00,5.989397365861901790e+01,1.113160172585655028e+00
1.778202937892709912e+01,1.007341875658821939e+00,1.117576663932728991e+02,1.242909922668280043e+00,5.330523965337786763e+01,1.117149621907794099e+00
1.494550380383505939e+01,1.043457901856758907e+00,1.209300518852496964e+02,1.266619511636551954e+00,5.271277288242485781e+01,1.154309670540281108e+00
2.109834429848374882e+01,1.029403000552165048e+00,1.374237663201762132e+02,1.234549870518385051e+00,6.550632592550100242e+01,1.137062924327854940e+00
1.795572050104139095e+01,1.031744667282805006e+00,1.142941802917507061e+02,1.300765364358841047e+00,5.368607035933614924e+01,1.187525924974379032e+00
7.774429337824613206e+00,1.093285645714711984e+00,8.545704295885893487e+01,1.359236959371896925e+00,3.496177599807253245e+01,1.242056396786050065e+00
1.114603536917343973e+01,1.029006957580780979e+00,7.737656783829223173e+01,1.423899617949557994e+00,3.192102904049961865e+01,1.233861239858373038e+00
5.162463964650354953e+00,1.498626182850596011e+00,1.209208080096152997e+02,1.819563779208233978e+00,5.090211296261332308e+01,1.799318325886583025e+00
1.144915204261904051e+01,1.294949808622505083e+00,1.376272371577543083e+02,1.465392878591530890e+00,6.805748786279531259e+01,1.452351214665061008e+00
2.600143053833410889e+01,1.036761154127568085e+00,1.591226408383907085e+02,1.240134691640325970e+00,7.796781441212557695e+01,1.149777973796648034e+00
1.864398198968999054e+01,1.016084646994940055e+00,1.277079592140784996e+02,1.202950172881638968e+00,6.000564155379006337e+01,1.096011400281365011e+00
8.698978578239655590e+00,9.900725169644023493e-01,6.645029889748597896e+01,1.312599020968054031e+00,3.003530812254552984e+01,1.156538390580100994e+00
1.617192264116332012e+01,1.193329557596596091e+00,1.544315932412289953e+02,1.328085628807758045e+00,7.497837513195072745e+01,1.286270088148204982e+00
2.216500914648923981e+01,1.033156947147011007e+00,1.507796798760170986e+02,1.218278951477028027e+00,7.049960066415653159e+01,1.121059612825410001e+00
9.389545273529892100e+00,9.902974324149579344e-01,7.302036382539151305e+01,1.258373310884393081e+00,3.313178471240885870e+01,1.124806852854618899e+00
8.249745317431361968e+00,1.058584250314740016e+00,8.293676182088294979e+01,1.324498393863758006e+00,3.438948997968527266e+01,1.198526270685541073e+00
7.664658610300108421e+00,9.891065502269738019e-01,6.065725058814833659e+01,1.333896835946130954e+00,2.706782457588537838e+01,1.171706386385501064e+00
1.386414752278130003e+01,1.012841792313212919e+00,1.033057106640984983e+02,1.229546702441705053e+00,4.700246783811771678e+01,1.111775483866223047e+00
1.079507034098894991e+01,1.202631084305858078e+00,1.237912383070025015e+02,1.406418946547852045e+00,5.516136947148026337e+01,1.352574529035676099e+00
2.034322856523940004e+01,1.010667028505795040e+00,1.234916207170935962e+02,1.222056074147606974e+00,5.957147088267213775e+01,1.110588173766557940e+00
2.106435838982579867e+01,1.018379646257248972e+00,1.267393682758483067e+02,1.223109675016404996e+00,6.184661131475824902e+01,1.122804385226946922e+00
8.242209950676961938e+00,1.011647315306690942e+00,6.692997109762549712e+01,1.343052412918900984e+00,2.929625141459204940e+01,1.214166768683091924e+00
1.592140663397228018e+01,1.025567998792950908e+00,1.021502824691921063e+02,1.299936294970220896e+00,4.766975070672884840e+01,1.182759154851191097e+00
1.872266093940748988e+01,1.004787506752709891e+00,1.170362393536675967e+02,1.219452914956713929e+00,5.660722365671264100e+01,1.101754476046997944e+00
1.875372445559412071e+01,1.105286745351087951e+00,1.640768131619838073e+02,1.267899311363918091e+00,7.283827101740979515e+01,1.183742847659233099e+00
1.655779188513018951e+01,1.216438760845357958e+00,1.580264936244041962e+02,1.342166687795302016e+00,7.971450042414483050e+01,1.314133305254949091e+00
