y_true_0,y_true_1,y_true_2,y_true_3,y_true_4,y_true_5
2.511349239224552932e+01,1.015841654905931035e+00,1.527946335802907925e+02,1.181177182917128032e+00,7.530504776631077846e+01,1.086061849288747938e+00
2.121102611081516898e+01,1.015340581037948997e+00,1.264155972438613986e+02,1.221195449881246953e+00,6.154965984145321301e+01,1.116765797045905062e+00
1.800874100519914123e+01,1.050380098857530031e+00,1.416841410780652097e+02,1.275866110773747897e+00,6.244837886805972715e+01,1.169122900240348040e+00
2.478513554104736016e+01,1.024003121837314012e+00,1.584917545588693883e+02,1.189157038978063907e+00,7.627039595437641140e+01,1.094834864505680017e+00
6.101164630555287793e+00,1.678468323044449928e+00,1.882671847683081978e+02,2.029583714911038062e+00,7.443702942284774338e+01,1.934162396013497043e+00
2.044231264039731855e+01,1.006499927719769039e+00,1.257422767067719036e+02,1.204645770387331893e+00,6.138696952077918212e+01,1.094398224345989989e+00
1.786818178449772887e+01,1.026521055563659024e+00,1.252675856651868003e+02,1.234302037908207028e+00,5.785374897466302713e+01,1.129401255271047066e+00
9.160530995181312974e+00,1.011957845023564895e+00,7.848358545964255484e+01,1.269151308173374071e+00,3.437711674125978334e+01,1.138375260425076085e+00
1.478449842988787033e+01,9.984069206036405575e-01,9.912650218137792990e+01,1.231304102954992041e+00,4.691021349602453228e+01,1.106963810094000022e+00
2.558924902745769003e+00,1.244374703709391072e+00,5.598031648413194006e+01,1.731438998679452057e+00,1.940425470347938131e+01,1.643736976627524049e+00
1.360319299057398013e+01,1.005910546754454904e+00,9.141947033228393593e+01,1.289736787977368904e+00,4.212133580071998296e+01,1.146449420195847058e+00
1.575202980575662970e+01,1.196091918748581895e+00,1.524528489102773960e+02,1.338011298610354061e+00,7.402454578753761893e+01,1.299873756433808980e+00
1.928791741788473857e+01,1.028167890640748983e+00,1.330111529610302057e+02,1.228269607501335958e+00,6.183739464160675681e+01,1.126087715910182974e+00
1.809620736281005904e+01,1.117483855539973980e+00,1.638018356196052139e+02,1.294555615172579000e+00,7.271130986862918633e+01,1.216565171115836952e+00
1.895174887160290034e+00,1.120935223381307022e+00,3.495854579758299252e+01,1.686792925161896051e+00,1.261255875052903974e+01,1.574704999343313983e+00
1.850946287157350056e+01,1.069670257652479917e+00,1.540664594476882030e+02,1.249760466985843088e+00,6.718661887483857242e+01,1.148878347816240986e+00
4.791072816354517983e+00,1.043888830722583982e+00,5.395029220832223160e+01,1.388570355909499066e+00,2.209715550791531058e+01,1.259574882229967052e+00
1.519096840451907937e+01,1.075163899422167058e+00,1.347937976771250987e+02,1.280015990804151071e+00,5.745013630445426855e+01,1.173988063786427949e+00
1.902679417085100155e+01,1.020658464032633050e+00,1.308110590296967075e+02,1.209571594705582065e+00,6.105420839400706257e+01,1.104491447450471897e+00
1.157031430106260927e+01,1.009953325125019896e+00,7.979814766500005874e+01,1.298621474915143015e+00,3.656546102096908868e+01,1.175683065624685941e+00
1.813197282779751163e+01,1.005401801703734055e+00,1.148289837750840974e+02,1.221383844067343905e+00,5.497903222779770260e+01,1.105712960618624896e+00
1.915203489019194905e+01,1.026334370601954982e+00,1.291548885168220977e+02,1.232694411481243923e+00,6.062988254635367724e+01,1.131067503104238092e+00
2.035636020697890913e+01,1.009072547493137906e+00,1.244587421917358938e+02,1.215703452947870078e+00,6.020374122104726666e+01,1.104595469964771981e+00
1.472241887334699939e+01,1.003738578702298101e+00,9.955917454611382311e+01,1.233840024342552022e+00,4.659493663208068881e+01,1.117092845206334895e+00
4.746226795672151333e+00,1.651533639238977891e+00,1.553727032851996057e+02,2.030243555501026087e+00,5.926306552732624766e+01,1.947312569494868084e+00
1.729156740136227910e+01,1.008910189943895030e+00,1.071498007464974052e+02,1.253895650053326927e+00,5.195187230431864123e+01,1.122101337461339998e+00
1.455575758108432005e+01,1.216603983607835060e+00,1.466214982666261903e+02,1.356900196544936987e+00,7.138598041027020713e+01,1.320361613018798952e+00
2.629213887200672062e+01,1.032038225328941072e+00,1.713212208848129876e+02,1.194440516428185939e+00,8.165977598372573709e+01,1.103071551439714026e+00
1.484683777012950046e+01,1.124517201679948064e+00,1.419477917960041964e+02,1.302212519125298007e+00,6.201656844024463311e+01,1.216358016857655988e+00
1.159634967946922934e+01,1.025337444262262920e+00,9.666563519185483244e+01,1.255323471208785957e+00,4.228745370856604069e+01,1.131347583089193920e+00
2.129428101234218929e+01,1.020973661163590895e+00,1.430609543810452067e+02,1.194749343553680898e+00,6.767804251350875688e+01,1.093355832108356962e+00
1.325657174901134994e+01,1.001394884588358014e+00,8.989257615796009304e+01,1.274562134162029903e+00,4.188631305538290661e+01,1.134357141973254990e+00
2.159568230238824071e+01,1.033192033350595063e+00,1.522946330314478871e+02,1.207707889466671070e+00,7.021480296121852405e+01,1.107281146525850968e+00
1.240031388712056071e+01,1.695716444219244945e+00,2.948652845293270843e+02,1.958242938200899008e+00,1.311758071117392888e+02,1.849067972415155969e+00
2.137133818822661979e+01,1.039062778609455950e+00,1.526893472140914128e+02,1.224916062378440085e+00,6.988780426296439430e+01,1.125559342466603940e+00
9.788554032155285967e+00,9.874221720356358700e-01,7.288275685176296292e+01,1.270857004286670033e+00,3.361298429225165307e+01,1.127947449281091918e+00
1.388305383654063085e+01,1.128369319533367054e+00,1.361033479380297138e+02,1.313219981979127038e+00,5.902995781871018721e+01,1.226200468841190050e+00
3.139395199374083845e+00,9.920069470272246948e-01,3.386417232389604237e+01,1.459936143397611907e+00,1.450062378868718937e+01,1.304137030987339907e+00
1.453014294527485006e+01,1.032583153728104053e+00,9.546557394571013333e+01,1.389378763037039111e+00,4.033643830186070289e+01,1.210777958074531924e+00
1.392635765780599932e+01,1.115786132139221953e+00,1.373585028987141925e+02,1.335168842075387996e+00,5.842174970198981043e+01,1.244458191797034097e+00
1.398932538303808926e+01,9.983881799989744454e-01,9.492685057389961401e+01,1.243595160469066929e+00,4.444671689499286771e+01,1.115624354176443900e+00
7.722224708686633576e+00,9.998953609054044289e-01,6.482687110064924241e+01,1.294276493010912077e+00,2.847618861380949085e+01,1.165485147062224058e+00
9.987259251686614547e+00,1.009859316393447948e+00,7.501472223706164755e+01,1.305936175137168087e+00,3.371989146360839129e+01,1.182947193391330920e+00
1.702736701009891007e+01,1.084868092007488016e+00,1.520559712530354943e+02,1.299786421510523038e+00,6.496596334212023294e+01,1.200177217667609986e+00
1.538858138576786061e+01,1.028282887474138985e+00,1.157067312663294985e+02,1.245962539792897950e+00,5.195350121060808135e+01,1.134672088930674949e+00
3.311251899064890036e+00,1.170305950671812090e+00,5.600261295771615266e+01,1.582631218192612987e+00,2.081350005114490997e+01,1.476425280872964096e+00
1.993261191862875137e+01,1.009343676696526915e+00,1.219470724481995063e+02,1.227634926544715954e+00,5.874434602068164679e+01,1.108993574804429949e+00
2.583395675111260914e+01,1.035501979000593042e+00,1.612169168087783078e+02,1.227928546565508094e+00,7.848655180203463999e+01,1.138363953977667098e+00
1.489321217568473976e+01,1.038462726957054105e+00,1.192915378419923940e+02,1.251800714212035093e+00,5.225873620041698331e+01,1.138032878412313043e+00
7.128838756832236889e+00,1.301732356152301984e+00,1.049192665854368016e+02,1.526574295127699044e+00,4.632356763115050313e+01,1.489804524239096040e+00
7.880996127427375875e+00,9.969182957346007790e-01,6.698022318680958165e+01,1.276706846543955942e+00,2.963793042727542115e+01,1.142224075256963900e+00
4.370018562396185580e+00,9.793717478391016362e-01,4.202164746420959318e+01,1.351259773283413956e+00,1.842678897575432018e+01,1.209213822142453987e+00
1.070764153915041916e+01,1.031030817910709940e+00,7.573393107416261216e+01,1.451650960503787058e+00,2.950987080221204906e+01,1.255213010303068089e+00
9.579326275668936574e+00,1.044639929810416978e+00,8.832745130411915113e+01,1.321614266239580893e+00,3.702383823396132811e+01,1.198328279863319912e+00
1.698599436960552111e+01,1.177041496132394061e+00,1.583421371250261984e+02,1.312529614579363013e+00,7.602887009340747682e+01,1.264860928549871089e+00
2.451391425093234844e+01,1.049803658915201998e+00,1.761615970682973114e+02,1.231401092508396022e+00,8.069298352510259065e+01,1.138098980062010934e+00
2.152787548251587069e+01,1.030306871964369098e+00,1.505649730595978895e+02,1.203224374351320902e+00,6.977836582646884267e+01,1.102364447056930041e+00
2.376208503632085112e+01,1.027382150262416083e+00,1.484296252952428006e+02,1.213342886652106989e+00,7.202048762620448485e+01,1.120470758396175048e+00
1.632731586746173136e+01,1.002710801942634067e+00,1.087352555661667992e+02,1.213029411976225935e+00,5.173632030069323662e+01,1.097963581063228000e+00
7.293334513736241753e+00,1.011976497222466076e+00,5.964639699182257715e+01,1.463965828857892948e+00,2.319792044266074882e+01,1.270986017663227940e+00
2.584033151694078967e+01,1.024652853912991990e+00,1.615372438611398138e+02,1.189570314011715091e+00,7.840953238431053762e+01,1.097565547473021930e+00
2.128602533763980986e+01,1.047772927015752975e+00,1.604892698421253954e+02,1.219646006206859923e+00,7.210374572471702947e+01,1.119364687011705994e+00
1.994243750910368984e+00,1.205497838213450912e+00,4.461602058270779736e+01,1.768613460279653049e+00,1.497338182262440931e+01,1.662960873912054938e+00
5.777201343886796181e+00,1.065092081764333010e+00,6.498334662591656752e+01,1.383457676392316982e+00,2.632272393620399953e+01,1.257522162589784109e+00
1.441948919704488929e+01,1.194832025300128997e+00,1.445357991713605088e+02,1.343676781163612999e+00,6.827001444378953465e+01,1.295267201870442086e+00
1.598079765268531993e+01,1.017842110663180977e+00,1.161904498962223045e+02,1.219163527916429013e+00,5.325221289001498803e+01,1.106465341999175900e+00
1.088161190840395953e+01,1.371288700231861002e+00,1.458763333572676970e+02,1.537274521778343894e+00,7.234031985699110123e+01,1.518166378163603003e+00
1.415390008404716049e+01,1.034135307438726947e+00,1.142073239193198049e+02,1.245200480749331096e+00,5.014875643642154301e+01,1.128337813214878027e+00
2.007817535824725041e+01,1.027229403991666956e+00,1.312119923806388044e+02,1.237015804456186086e+00,6.240242374152231974e+01,1.137542926933184040e+00
2.696861975588957794e+00,1.001201312014085909e+00,3.197057567324245042e+01,1.468295047307875967e+00,1.340424478154185017e+01,1.335554181408793006e+00
6.940960237279975686e+00,1.129792308704496095e+00,8.446252781075700966e+01,1.406641355678307947e+00,3.404793939443268158e+01,1.298167990084073908e+00
1.051178978651116935e+01,1.033201569246835039e+00,9.223188881196568900e+01,1.275580520951423935e+00,3.955864085382656725e+01,1.149976503811803052e+00
9.549419625744235418e+00,1.047663427356672061e+00,8.989398471017740633e+01,1.296066874855215989e+00,3.790203512384213269e+01,1.170248734312330008e+00
1.740854264194287992e+01,1.008463648758957110e+00,1.105410406850555063e+02,1.230812539733034949e+00,5.257339679773149754e+01,1.117908953868651079e+00
1.103206255599853947e+01,1.006395144348799064e+00,8.463017986832672079e+01,1.257680577447811032e+00,3.802900487654598294e+01,1.135373312973767090e+00
1.201560668955957034e+01,9.946020621542654983e-01,8.365657713017242259e+01,1.266041274595103072e+00,3.936148998833216694e+01,1.123862709135875937e+00
1.372930706080611962e+01,1.007326480205728902e+00,9.042449540547021059e+01,1.292233931093309085e+00,4.261855546865046307e+01,1.144955653349452041e+00
8.839141582224870675e+00,1.340009862564317977e+00,1.241019447613847007e+02,1.534738097819946079e+00,5.865155405268350108e+01,1.516500581572292949e+00
1.175935770181902029e+01,1.013532685769900965e+00,9.360369008254340883e+01,1.243054517620137966e+00,4.180582035333105750e+01,1.118857177438747907e+00
1.413230255520766931e+01,1.016920568371743050e+00,9.408243219787233613e+01,1.329300120427211018e+00,4.170746069380601284e+01,1.173066200923706059e+00
1.963280428961603974e+01,1.006832975818642950e+00,1.257563618327481976e+02,1.193806566905539102e+00,6.104558077998464682e+01,1.086609681851997911e+00
1.508242276790882030e+01,1.103675388565031890e+00,1.402407785924571044e+02,1.291739558565317081e+00,6.040972193602522111e+01,1.197137340222895086e+00
1.694244600288553926e+01,1.009205073475563097e+00,1.163586715266471003e+02,1.205812541683259909e+00,5.485198725764592353e+01,1.094399528119083920e+00
1.575131386630149954e+01,1.106160643434942026e+00,1.450446927900021876e+02,1.286945086522264914e+00,6.295795287281836750e+01,1.195211275567866993e+00
8.662704837556654880e+00,1.085396661554610898e+00,9.143158695658169677e+01,1.357958766886107949e+00,3.722004896787357353e+01,1.241418898844800056e+00
2.037664420620108174e+01,1.034699287122267108e+00,1.364533371687876979e+02,1.262036845994719103e+00,6.423356120946264980e+01,1.160972937233692992e+00
1.025428869441140023e+01,1.294755326936195994e+00,1.276989666443653988e+02,1.468111506780537923e+00,6.111880638999417670e+01,1.444164386064102912e+00
1.802787902016869026e+01,1.104107130457187003e+00,1.595637618905383022e+02,1.274762859331060039e+00,7.024568292612089238e+01,1.188397402748530007e+00
1.688556715338213010e+01,1.071633932319280946e+00,1.444959132935059074e+02,1.261940822686802965e+00,6.237320606774891729e+01,1.158424157864025972e+00
1.251207647280311974e+01,1.046397262623703917e+00,8.560459230246638640e+01,1.461579797572422956e+00,3.335250091356264335e+01,1.265518939438236901e+00
1.671453661540419944e+01,1.128085640774358911e+00,1.543680062274223985e+02,1.290589673720317965e+00,6.890650495466019265e+01,1.212464851886219996e+00
1.268581274984570939e+01,1.170271923466791986e+00,1.333930253311490901e+02,1.360098333217224953e+00,5.921626876725044752e+01,1.294671222487735029e+00
1.136912104442975036e+01,1.434805570075083914e+00,1.658442151456021918e+02,1.606551540363672093e+00,8.265265274765010872e+01,1.580524838570666057e+00
2.104585856190740145e+01,1.023678465236917079e+00,1.436580395576251021e+02,1.198800618524231920e+00,6.739892348547790846e+01,1.097017253223244060e+00
1.975444390141167972e+01,1.058910101353520927e+00,1.576206141945478123e+02,1.231709885169939067e+00,6.969315332346937453e+01,1.130466465390719044e+00
5.291891423607214762e+00,1.312041246520077031e+00,9.053088640559137446e+01,1.593880271935361970e+00,3.748448879321978922e+01,1.551837468463092895e+00
1.428198229107530004e+01,1.596551634573496914e+00,2.588634458052243872e+02,1.797135542352954918e+00,1.265167079083834949e+02,1.727366352190540022e+00
